entry_id,source,native_dataset,old_domain,classification,target_direction,notes,evidence,new_dataset,reader_code,adapter_code,schema_code,unit,target_entry,implementation,capability_limitations,production_data_checked
E49,tonghuashun,fund_quota_list,fund.quota_list_snapshot,business,当前业务对象/集合；保留真实业务日期，不保留发布版本,复用可证实语义；未证实字段/能力明确受限,"R01 SOURCE_DATASETS; disposition is new design, not production result",fund.quota_list.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E49; layout.Layout,snapshot,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""requested_category_only"", ""quota_currency_units_and_formula_unverified"", ""source_display_text_not_comparable_amounts"", ""current_subscription_eligibility_unverified""]",false
E50,tonghuashun,stock_daily,market.stock_daily_window,business,类型化时间序列分片，不存完整历史points JSON,窗口拆成业务记录；单份当前值；有效来源先后及缺口语义保留,"R01 SOURCE_DATASETS; disposition is new design, not production result",market.stock_daily.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E50; layout.Layout,series,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""observed_rows_not_full_requested_range"", ""currency_volume_and_turnover_units_unverified"", ""adjustment_anchor_and_formula_unverified"", ""captured_numeric_precision_not_provider_precision""]",false
E51,tonghuashun,etf_daily,market.etf_daily_window,business,类型化时间序列分片，不存完整历史points JSON,窗口拆成业务记录；单份当前值；有效来源先后及缺口语义保留；当前输入是前复权观察，不冒充未复权，锚点限制保留,"R01 SOURCE_DATASETS; disposition is new design, not production result",market.etf_daily.forward_unanchored,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E51; layout.Layout,series,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""observed_rows_not_full_requested_range"", ""currency_volume_and_turnover_units_unverified"", ""adjustment_anchor_and_formula_unverified"", ""captured_numeric_precision_not_provider_precision""]",false
E52,tonghuashun,index_daily,market.index_daily_window,business,类型化时间序列分片，不存完整历史points JSON,窗口拆成业务记录；单份当前值；有效来源先后及缺口语义保留,"R01 SOURCE_DATASETS; disposition is new design, not production result",market.index_daily.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E52; layout.Layout,series,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""observed_rows_not_full_requested_range"", ""currency_volume_and_turnover_units_unverified"", ""adjustment_anchor_and_formula_unverified"", ""captured_numeric_precision_not_provider_precision""]",false
E53,tonghuashun,fund_offerings,fund.offering_snapshot,business,当前业务对象/集合；保留真实业务日期，不保留发布版本,复用可证实语义；未证实字段/能力明确受限,"R01 SOURCE_DATASETS; disposition is new design, not production result",fund.offering.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E53; layout.Layout,snapshot,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""provider_reported_subscription_windows_only"", ""current_subscription_eligibility_unverified""]",false
E54,tonghuashun,fund_manager_experience,fund.manager_experience,business,小型当前资料/日历（PG或列式二选一）,身份映射有依据才统一；历史业务区间保留,"R01 SOURCE_DATASETS; disposition is new design, not production result",fund.manager_experience.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E54; layout.Layout,intervals,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""assignment_effective_dates_unverified"", ""performance_units_unverified""]",false
E55,tonghuashun,calendar,market.calendar,business,小型当前资料/日历（PG或列式二选一）,身份映射有依据才统一；历史业务区间保留,"R01 SOURCE_DATASETS; disposition is new design, not production result",market.calendar.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E55; layout.Layout,reference,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified""]",false
E56,tonghuashun,index_catalog,index.category_snapshot,business,小型当前资料/日历（PG或列式二选一）,身份映射有依据才统一；历史业务区间保留,"R01 SOURCE_DATASETS; disposition is new design, not production result",index.category.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E56; layout.Layout,snapshot,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""membership_effective_dates_unverified"", ""provider_reported_set_only""]",false
E57,tonghuashun,index_constituents,index.constituent_snapshot,business,当前业务对象/集合；保留真实业务日期，不保留发布版本,复用可证实语义；未证实字段/能力明确受限,"R01 SOURCE_DATASETS; disposition is new design, not production result",index.constituent.reported,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E57; layout.Layout,snapshot,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""membership_effective_dates_unverified"", ""provider_reported_set_only""]",false
E58,tushare,etf_code_mapping_audits,operations.etf_mapping_audit,source_support,原始证据/审计保留，参与相应业务能力,不为每张来源辅助表再建一套正式副本；没有业务定义不得宣称全部可用,"R01 SOURCE_DATASETS; disposition is new design, not production result",,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/pipeline.py:run_local,none: native operational/support only,source_support,E67,code_implemented_review_pending,"[""native_support_not_a_business_copy""]",false
E59,tushare,etf_daily_revision_audits,operations.etf_daily_revision,source_support,原始证据/审计保留，参与相应业务能力,不为每张来源辅助表再建一套正式副本；没有业务定义不得宣称全部可用,"R01 SOURCE_DATASETS; disposition is new design, not production result",,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/pipeline.py:run_local,none: native operational/support only,source_support,E70,code_implemented_review_pending,"[""native_support_not_a_business_copy""]",false
E60,tushare,corporate_action_source_facts,operations.corporate_action_source_fact,source_support,原始证据/审计保留，参与相应业务能力,不为每张来源辅助表再建一套正式副本；没有业务定义不得宣称全部可用,"R01 SOURCE_DATASETS; disposition is new design, not production result",,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/pipeline.py:run_local,none: native operational/support only,source_support,E61,code_implemented_review_pending,"[""native_support_not_a_business_copy""]",false
E61,tushare,corporate_action_facts,operations.corporate_action_fact,business,当前事件/状态事实；业务键去重,时间/单位/生效含义保留；事件缺失不推断无事件，记录更正替换而非留发布历史,"R01 SOURCE_DATASETS; disposition is new design, not production result",market.corporate_action.local,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E61; layout.Layout,table,,code_implemented_review_pending,"[""source_observation_not_public_availability""]",false
E62,tushare,corporate_action_coverage_facts,operations.corporate_action_coverage,source_support,原始证据/审计保留，参与相应业务能力,不为每张来源辅助表再建一套正式副本；没有业务定义不得宣称全部可用,"R01 SOURCE_DATASETS; disposition is new design, not production result",,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/pipeline.py:run_local,none: native operational/support only,source_support,E61,code_implemented_review_pending,"[""native_support_not_a_business_copy""]",false
E63,tushare,trading_status_source_facts,operations.trading_status_source_fact,source_support,原始证据/审计保留，参与相应业务能力,不为每张来源辅助表再建一套正式副本；没有业务定义不得宣称全部可用,"R01 SOURCE_DATASETS; disposition is new design, not production result",,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/pipeline.py:run_local,none: native operational/support only,source_support,E64,code_implemented_review_pending,"[""native_support_not_a_business_copy""]",false
E64,tushare,trading_status_facts,operations.trading_status_fact,business,当前事件/状态事实；业务键去重,时间/单位/生效含义保留；事件缺失不推断无事件，记录更正替换而非留发布历史,"R01 SOURCE_DATASETS; disposition is new design, not production result",market.trading_status.local,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E64; layout.Layout,table,,code_implemented_review_pending,"[""source_observation_not_public_availability""]",false
E65,tushare,trading_status_coverage_facts,operations.trading_status_coverage,source_support,原始证据/审计保留，参与相应业务能力,不为每张来源辅助表再建一套正式副本；没有业务定义不得宣称全部可用,"R01 SOURCE_DATASETS; disposition is new design, not production result",,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/pipeline.py:run_local,none: native operational/support only,source_support,E64,code_implemented_review_pending,"[""native_support_not_a_business_copy""]",false
E66,tushare,trading_status_revision_audits,operations.trading_status_revision,source_support,原始证据/审计保留，参与相应业务能力,不为每张来源辅助表再建一套正式副本；没有业务定义不得宣称全部可用,"R01 SOURCE_DATASETS; disposition is new design, not production result",,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/pipeline.py:run_local,none: native operational/support only,source_support,E64,code_implemented_review_pending,"[""native_support_not_a_business_copy""]",false
E67,tushare,etf_directory,instrument.reference,business,小型当前资料/日历（PG或列式二选一）,身份映射有依据才统一；历史业务区间保留,"R01 SOURCE_DATASETS; disposition is new design, not production result",instrument.reference.local,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E67; layout.Layout,table,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified""]",false
E68,tushare,exchange_calendar,market.calendar,business,小型当前资料/日历（PG或列式二选一）,身份映射有依据才统一；历史业务区间保留,"R01 SOURCE_DATASETS; disposition is new design, not production result",market.calendar.local,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E68; layout.Layout,table,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified""]",false
E69,tushare,etf_adjustment_factors,market.adjustment_factor,business,类型化时间序列分片，不存完整历史points JSON,窗口拆成业务记录；单份当前值；有效来源先后及缺口语义保留,"R01 SOURCE_DATASETS; disposition is new design, not production result",market.adjustment_factor.local,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E69; layout.Layout,table,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""adjustment_anchor_unverified"", ""adjusted_price_derivation_not_supported""]",false
E70,tushare,etf_daily,market.fund_daily,business,类型化时间序列分片，不存完整历史points JSON,窗口拆成业务记录；单份当前值；有效来源先后及缺口语义保留,"R01 SOURCE_DATASETS; disposition is new design, not production result",market.fund_daily.local,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/adapters/normalize.py:normalize,backend/app/data_store/adapters/registry.py:E70; layout.Layout,table,,code_implemented_review_pending,"[""source_local_identity_only"", ""observed_time_only"", ""historical_public_time_unverified"", ""share_quantity_conversion_not_supported"", ""adjusted_price_derivation_not_supported""]",false
E71,foundation,empty_local_scope,operations.empty_local_scope,remove_operational_pseudodataset,当前数据集空范围状态,不创建正式市场数据，旧空凭据数据丢弃,"R01 SOURCE_DATASETS; disposition is new design, not production result",,backend/app/data_store/local_sources.py:NativeSources.iter_entry / RescueSources.iter_entry,backend/app/data_store/pipeline.py:run_local,none: native operational/support only,remove_operational_pseudodataset,,code_implemented_review_pending,"[""native_support_not_a_business_copy""]",false
